locus	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
950	6	25684630	26396200	1346	93	MS_imsgc2019	SCZ_pardinas2018	-0.249566	-0.50045	-0.01079	0.0622831	0.00103	0.25045	0.0446698
951	6	26396201	27261035	880	59	CD_delange2017	SCZ_pardinas2018	0.365644	0.08512	0.65314	0.133695	0.00825	0.4266	0.0141952
952	6	27261036	28666364	1899	76	ALS_vanrheenen2021	CD_delange2017	-0.175314	-0.64977	0.25967	0.0307351	0	0.42412	0.417958
952	6	27261036	28666364	1899	76	ALS_vanrheenen2021	MS_imsgc2019	-0.239418	-0.54545	0.05081	0.0573208	0	0.29818	0.098602
952	6	27261036	28666364	1899	76	ALS_vanrheenen2021	PD_nalls2019	0.490385	0.11084	0.93387	0.240478	0.0134	0.87212	0.0186845
952	6	27261036	28666364	1899	76	ALS_vanrheenen2021	SCZ_pardinas2018	0.0959967	-0.20859	0.39673	0.00921537	0	0.15892	0.514069
952	6	27261036	28666364	1899	76	ALS_vanrheenen2021	UC_delange2017	0.405369	-0.04358	0.93603	0.164324	0	0.87614	0.0788392
952	6	27261036	28666364	1899	76	CD_delange2017	MS_imsgc2019	0.20737	-0.08075	0.51355	0.0430022	0	0.26374	0.16004
952	6	27261036	28666364	1899	76	CD_delange2017	PD_nalls2019	0.13908	-0.28533	0.57761	0.0193431	0	0.33893	0.503382
952	6	27261036	28666364	1899	76	CD_delange2017	SCZ_pardinas2018	0.333859	0.04587	0.65071	0.111462	0.00335	0.42342	0.0245461
952	6	27261036	28666364	1899	76	CD_delange2017	UC_delange2017	0.341771	-0.16985	0.76187	0.116808	0	0.58611	0.147354
952	6	27261036	28666364	1899	76	MS_imsgc2019	PD_nalls2019	0.0585517	-0.22144	0.33958	0.0034283	0	0.12066	0.672917
952	6	27261036	28666364	1899	76	MS_imsgc2019	SCZ_pardinas2018	-0.131488	-0.29464	0.0295	0.017289	0	0.08681	0.111084
952	6	27261036	28666364	1899	76	MS_imsgc2019	UC_delange2017	-0.14921	-0.50558	0.16644	0.0222636	0	0.25707	0.350887
952	6	27261036	28666364	1899	76	PD_nalls2019	SCZ_pardinas2018	-0.151381	-0.42735	0.12745	0.0229163	0	0.18263	0.27341
952	6	27261036	28666364	1899	76	PD_nalls2019	UC_delange2017	0.242326	-0.20799	0.74053	0.0587221	0	0.54839	0.272665
952	6	27261036	28666364	1899	76	SCZ_pardinas2018	UC_delange2017	0.280605	-0.03912	0.62994	0.0787391	0	0.39683	0.0783341
953	6	28666365	29529755	54	16	CD_delange2017	MS_imsgc2019	0.243094	-0.0938	0.58398	0.0590946	0	0.34103	0.170887
953	6	28666365	29529755	54	16	CD_delange2017	SCZ_pardinas2018	0.540605	0.28736	0.78045	0.292254	0.08258	0.60911	0.000178029
953	6	28666365	29529755	54	16	MS_imsgc2019	SCZ_pardinas2018	-0.330541	-0.56063	-0.09434	0.109257	0.00897	0.31431	0.00845481
954	6	29529756	29833843	94	12	CD_delange2017	MS_imsgc2019	0.52644	0.22363	0.81778	0.277139	0.05001	0.66876	0.00198882
954	6	29529756	29833843	94	12	CD_delange2017	SCZ_pardinas2018	0.237403	-0.15732	0.63174	0.0563604	0	0.39909	0.228527
954	6	29529756	29833843	94	12	CD_delange2017	UC_delange2017	0.057932	-0.44121	0.46906	0.00335612	0	0.27705	0.796055
954	6	29529756	29833843	94	12	MS_imsgc2019	SCZ_pardinas2018	-0.0422067	-0.28541	0.20254	0.00178141	0	0.08699	0.731352
954	6	29529756	29833843	94	12	MS_imsgc2019	UC_delange2017	-0.737103	-0.96851	-0.49929	0.543321	0.24929	0.938	5.74157e-06
954	6	29529756	29833843	94	12	SCZ_pardinas2018	UC_delange2017	0.362042	0.00074	0.71783	0.131074	0.00151	0.51528	0.0552558
957	6	30715007	31106493	157	26	CD_delange2017	MS_imsgc2019	-0.0631167	-0.28109	0.15251	0.00398371	0	0.07943	0.562276
957	6	30715007	31106493	157	26	CD_delange2017	SCZ_pardinas2018	0.330884	0.0888	0.57283	0.109484	0.00818	0.32813	0.00998867
957	6	30715007	31106493	157	26	CD_delange2017	UC_delange2017	0.448232	0.22541	0.65003	0.200912	0.05081	0.42254	0.000536826
957	6	30715007	31106493	157	26	MS_imsgc2019	SCZ_pardinas2018	-0.133117	-0.28655	0.02071	0.0177203	0	0.08211	0.0874163
957	6	30715007	31106493	157	26	MS_imsgc2019	UC_delange2017	0.392894	0.24822	0.53069	0.154365	0.06161	0.28164	7.35778e-07
957	6	30715007	31106493	157	26	SCZ_pardinas2018	UC_delange2017	0.130716	-0.06726	0.32587	0.0170868	0	0.10619	0.197365
958	6	31106494	31250556	85	13	CD_delange2017	MS_imsgc2019	-0.279526	-0.57594	0.02337	0.0781346	0	0.33171	0.0672181
958	6	31106494	31250556	85	13	CD_delange2017	SCZ_pardinas2018	-0.301539	-0.64861	0.0588	0.0909257	0	0.4207	0.0961341
958	6	31106494	31250556	85	13	CD_delange2017	UC_delange2017	0.399106	0.06995	0.68067	0.159286	0.00581	0.46331	0.020364
958	6	31106494	31250556	85	13	MS_imsgc2019	SCZ_pardinas2018	-0.104126	-0.3202	0.11232	0.0108423	0	0.10253	0.330731
958	6	31106494	31250556	85	13	MS_imsgc2019	UC_delange2017	0.505118	0.34067	0.66126	0.255144	0.11605	0.43726	1.29065e-07
958	6	31106494	31250556	85	13	SCZ_pardinas2018	UC_delange2017	0.147412	-0.11039	0.40376	0.0217302	0	0.1632	0.261145
960	6	31320269	31427209	44	14	ALS_vanrheenen2021	CD_delange2017	0.261245	-0.1193	0.63169	0.0682488	0	0.39928	0.162074
960	6	31320269	31427209	44	14	ALS_vanrheenen2021	MS_imsgc2019	-0.621821	-0.90933	-0.34784	0.386661	0.121	0.82687	0.000114409
960	6	31320269	31427209	44	14	ALS_vanrheenen2021	SCZ_pardinas2018	0.334419	-0.01991	0.67614	0.111836	0	0.45717	0.062611
960	6	31320269	31427209	44	14	ALS_vanrheenen2021	UC_delange2017	0.32286	-0.06175	0.70681	0.104239	0	0.49958	0.0968256
960	6	31320269	31427209	44	14	CD_delange2017	MS_imsgc2019	-0.395528	-0.56866	-0.22319	0.156443	0.04982	0.32338	3.28871e-05
960	6	31320269	31427209	44	14	CD_delange2017	SCZ_pardinas2018	0.296509	0.07523	0.5173	0.0879176	0.00586	0.2676	0.011703
960	6	31320269	31427209	44	14	CD_delange2017	UC_delange2017	0.130001	-0.15211	0.37577	0.0169004	0	0.14155	0.33356
960	6	31320269	31427209	44	14	MS_imsgc2019	SCZ_pardinas2018	0.0392883	-0.12737	0.20367	0.00154357	0	0.0433	0.640931
960	6	31320269	31427209	44	14	MS_imsgc2019	UC_delange2017	-0.0351956	-0.24335	0.17451	0.00123873	0	0.06305	0.739496
960	6	31320269	31427209	44	14	SCZ_pardinas2018	UC_delange2017	0.324261	0.07909	0.56454	0.105145	0.0063	0.3187	0.0110148
961	6	31427210	32208901	199	46	AD_schwartzentruber2021	ALS_vanrheenen2021	0.319551	-0.12187	0.79888	0.102113	0	0.6382	0.143778
961	6	31427210	32208901	199	46	AD_schwartzentruber2021	CD_delange2017	0.205314	-0.05609	0.47327	0.042154	0	0.22398	0.132941
961	6	31427210	32208901	199	46	AD_schwartzentruber2021	MS_imsgc2019	0.429758	0.21741	0.65089	0.184692	0.04727	0.42366	0.000154206
961	6	31427210	32208901	199	46	AD_schwartzentruber2021	SCZ_pardinas2018	0.418382	0.15433	0.68375	0.175044	0.02382	0.46752	0.00294653
961	6	31427210	32208901	199	46	AD_schwartzentruber2021	UC_delange2017	0.103718	-0.16031	0.36094	0.0107574	0	0.13028	0.422634
961	6	31427210	32208901	199	46	ALS_vanrheenen2021	CD_delange2017	0.00189108	-0.35926	0.37404	3.5762e-06	0	0.18084	0.991326
961	6	31427210	32208901	199	46	ALS_vanrheenen2021	MS_imsgc2019	-0.275592	-0.61583	0.02819	0.075951	0	0.37924	0.0714746
961	6	31427210	32208901	199	46	ALS_vanrheenen2021	SCZ_pardinas2018	0.461017	0.12631	0.84435	0.212536	0.01661	0.71293	0.00958083
961	6	31427210	32208901	199	46	ALS_vanrheenen2021	UC_delange2017	0.296779	-0.03956	0.66592	0.088078	0	0.44344	0.0796258
961	6	31427210	32208901	199	46	CD_delange2017	MS_imsgc2019	-0.175919	-0.30709	-0.04579	0.0309476	0.00211	0.0943	0.00743377
961	6	31427210	32208901	199	46	CD_delange2017	SCZ_pardinas2018	0.198699	0.01368	0.38387	0.0394812	0.00063	0.14736	0.0371418
961	6	31427210	32208901	199	46	CD_delange2017	UC_delange2017	0.139977	-0.03145	0.29627	0.0195936	0	0.08778	0.106545
961	6	31427210	32208901	199	46	MS_imsgc2019	SCZ_pardinas2018	-0.044164	-0.17751	0.08875	0.00195045	0	0.03167	0.516821
961	6	31427210	32208901	199	46	MS_imsgc2019	UC_delange2017	0.281738	0.16973	0.38928	0.0793765	0.02881	0.15154	1.2635e-06
961	6	31427210	32208901	199	46	SCZ_pardinas2018	UC_delange2017	0.127134	-0.04508	0.29964	0.0161631	0	0.08978	0.151891
962	6	32208902	32454577	43	5	AD_schwartzentruber2021	MS_imsgc2019	0.777952	0.54033	0.98626	0.605209	0.29195	0.9727	2.0065e-06
962	6	32208902	32454577	43	5	AD_schwartzentruber2021	SCZ_pardinas2018	0.521557	0.17064	0.84743	0.272022	0.02929	0.71814	0.00917919
962	6	32208902	32454577	43	5	AD_schwartzentruber2021	UC_delange2017	0.628349	0.31035	0.91882	0.394822	0.09632	0.84424	0.00112903
962	6	32208902	32454577	43	5	MS_imsgc2019	SCZ_pardinas2018	0.329352	0.13599	0.5194	0.108473	0.01849	0.26978	0.00149033
962	6	32208902	32454577	43	5	MS_imsgc2019	UC_delange2017	0.759931	0.63922	0.86928	0.577495	0.4086	0.75564	4.05654e-17
962	6	32208902	32454577	43	5	SCZ_pardinas2018	UC_delange2017	0.682787	0.47603	0.86993	0.466198	0.22661	0.75679	1.47213e-06
967	6	32682214	32897998	30	11	CD_delange2017	MS_imsgc2019	-0.248189	-0.46972	-0.01549	0.0615975	0.00111	0.22064	0.033489
967	6	32682214	32897998	30	11	CD_delange2017	SCZ_pardinas2018	0.677399	0.43034	0.90137	0.45887	0.18519	0.81247	2.57626e-05
967	6	32682214	32897998	30	11	CD_delange2017	UC_delange2017	0.471319	0.20751	0.69528	0.222142	0.04306	0.48341	0.00196133
967	6	32682214	32897998	30	11	MS_imsgc2019	SCZ_pardinas2018	0.164924	-0.03658	0.36845	0.0272	0	0.13575	0.116633
967	6	32682214	32897998	30	11	MS_imsgc2019	UC_delange2017	0.132996	-0.04552	0.31256	0.017688	0	0.0977	0.149525
967	6	32682214	32897998	30	11	SCZ_pardinas2018	UC_delange2017	0.625828	0.40131	0.83331	0.39166	0.16105	0.69441	9.99332e-06
968	6	32897999	33194975	62	22	CD_delange2017	MS_imsgc2019	0.192783	-0.04164	0.42184	0.0371651	0	0.17795	0.102852
968	6	32897999	33194975	62	22	CD_delange2017	SCZ_pardinas2018	0.364503	0.06292	0.64571	0.132862	0.00475	0.41695	0.0179987
968	6	32897999	33194975	62	22	CD_delange2017	UC_delange2017	0.391769	0.12567	0.62877	0.153483	0.01579	0.39536	0.00619484
968	6	32897999	33194975	62	22	MS_imsgc2019	SCZ_pardinas2018	-0.128797	-0.31401	0.06055	0.0165886	0	0.09878	0.180181
968	6	32897999	33194975	62	22	MS_imsgc2019	UC_delange2017	0.52199	0.38355	0.65947	0.272474	0.14711	0.4349	1.47184e-10
968	6	32897999	33194975	62	22	SCZ_pardinas2018	UC_delange2017	0.315002	0.07594	0.54226	0.0992261	0.00616	0.29405	0.0104815
969	6	33194976	33864262	1293	139	CD_delange2017	MS_imsgc2019	0.168871	-0.05354	0.38403	0.0285175	0	0.14748	0.129885
969	6	33194976	33864262	1293	139	CD_delange2017	PD_nalls2019	0.144251	-0.1244	0.42347	0.0208083	0	0.17932	0.296
969	6	33194976	33864262	1293	139	CD_delange2017	SCZ_pardinas2018	0.0630897	-0.24742	0.37664	0.00398031	0	0.14714	0.686554
969	6	33194976	33864262	1293	139	CD_delange2017	UC_delange2017	0.328264	0.04383	0.58004	0.107757	0.00332	0.33644	0.0251868
969	6	33194976	33864262	1293	139	MS_imsgc2019	PD_nalls2019	-0.180654	-0.38467	0.02184	0.0326358	0	0.14797	0.0811209
969	6	33194976	33864262	1293	139	MS_imsgc2019	SCZ_pardinas2018	-0.385829	-0.63835	-0.15531	0.148864	0.02412	0.40749	0.00155655
969	6	33194976	33864262	1293	139	MS_imsgc2019	UC_delange2017	0.137045	-0.08217	0.35279	0.0187814	0	0.12446	0.213381
969	6	33194976	33864262	1293	139	PD_nalls2019	SCZ_pardinas2018	-0.124193	-0.43047	0.16572	0.0154238	0	0.18568	0.400318
969	6	33194976	33864262	1293	139	PD_nalls2019	UC_delange2017	0.131891	-0.14761	0.41128	0.0173953	0	0.1694	0.334544
969	6	33194976	33864262	1293	139	SCZ_pardinas2018	UC_delange2017	-0.0807595	-0.3984	0.22382	0.0065221	0	0.16093	0.603734
975	6	39785908	40778401	2132	162	PD_nalls2019	SCZ_pardinas2018	0.174484	-0.09989	0.46755	0.0304448	0	0.2186	0.207241
976	6	40778402	42103738	2368	263	AD_schwartzentruber2021	ALS_vanrheenen2021	0.481466	0.10078	0.97901	0.23181	0.01091	0.95846	0.0163741
976	6	40778402	42103738	2368	263	AD_schwartzentruber2021	LBD_chia2021	0.139315	-0.26926	0.55359	0.0194086	0	0.31248	0.475685
976	6	40778402	42103738	2368	263	AD_schwartzentruber2021	MS_imsgc2019	-0.266098	-0.79598	0.17975	0.0708083	0	0.63471	0.228519
976	6	40778402	42103738	2368	263	AD_schwartzentruber2021	PD_nalls2019	-0.09127	-0.3609	0.16449	0.00833021	0	0.13133	0.463788
976	6	40778402	42103738	2368	263	AD_schwartzentruber2021	SCZ_pardinas2018	-0.224662	-0.66939	0.16157	0.0504729	0	0.44808	0.243344
976	6	40778402	42103738	2368	263	ALS_vanrheenen2021	LBD_chia2021	0.229502	-0.1176	0.60671	0.0526713	0	0.3681	0.178767
976	6	40778402	42103738	2368	263	ALS_vanrheenen2021	MS_imsgc2019	-0.116335	-0.5444	0.28092	0.0135339	0	0.30271	0.548193
976	6	40778402	42103738	2368	263	ALS_vanrheenen2021	PD_nalls2019	-0.0965554	-0.31578	0.12164	0.00932295	0	0.09974	0.361754
976	6	40778402	42103738	2368	263	ALS_vanrheenen2021	SCZ_pardinas2018	0.393366	0.06478	0.77318	0.154737	0.00571	0.59781	0.0197582
976	6	40778402	42103738	2368	263	LBD_chia2021	MS_imsgc2019	0.0191041	-0.38044	0.41512	0.000364968	0	0.2102	0.919731
976	6	40778402	42103738	2368	263	LBD_chia2021	PD_nalls2019	-0.0862653	-0.29958	0.11974	0.00744169	0	0.08996	0.401962
976	6	40778402	42103738	2368	263	LBD_chia2021	SCZ_pardinas2018	-0.559907	-0.93371	-0.24936	0.313496	0.06218	0.87181	0.000743301
976	6	40778402	42103738	2368	263	MS_imsgc2019	PD_nalls2019	0.147487	-0.09204	0.41073	0.0217523	0	0.1687	0.215726
976	6	40778402	42103738	2368	263	MS_imsgc2019	SCZ_pardinas2018	0.191301	-0.19728	0.58765	0.0365962	0	0.3468	0.306471
976	6	40778402	42103738	2368	263	PD_nalls2019	SCZ_pardinas2018	-0.0751862	-0.28029	0.12699	0.00565296	0	0.07885	0.459924
982	6	47313444	48393981	1989	125	AD_schwartzentruber2021	PD_nalls2019	-0.0535352	-0.36835	0.26109	0.00286602	0	0.14531	0.729633
1006	6	73170169	74401506	1834	147	PD_nalls2019	SCZ_pardinas2018	0.180825	-0.02917	0.39679	0.0326978	0	0.15745	0.0896253
1016	6	83571954	85038134	1406	120	PD_nalls2019	SCZ_pardinas2018	0.0199216	-0.25009	0.29811	0.000396868	0	0.10004	0.882539
1022	6	89974268	91097024	1623	202	ALS_vanrheenen2021	CD_delange2017	0.0378634	-0.34017	0.41111	0.00143364	0	0.1943	0.833383
1022	6	89974268	91097024	1623	202	ALS_vanrheenen2021	MS_imsgc2019	-0.00670833	-0.37213	0.36263	4.50017e-05	0	0.18318	0.969463
1022	6	89974268	91097024	1623	202	ALS_vanrheenen2021	PD_nalls2019	0.0596381	-0.2074	0.34291	0.00355671	0	0.12158	0.659027
1022	6	89974268	91097024	1623	202	ALS_vanrheenen2021	SCZ_pardinas2018	0.117024	-0.31639	0.56945	0.0136946	0	0.33337	0.572205
1022	6	89974268	91097024	1623	202	ALS_vanrheenen2021	UC_delange2017	-0.222586	-0.74711	0.21201	0.0495444	0	0.55976	0.31606
1022	6	89974268	91097024	1623	202	CD_delange2017	MS_imsgc2019	-0.224114	-0.52434	0.05852	0.0502273	0	0.27493	0.120919
1022	6	89974268	91097024	1623	202	CD_delange2017	PD_nalls2019	0.300432	0.09492	0.51423	0.0902593	0.00906	0.26443	0.00597207
1022	6	89974268	91097024	1623	202	CD_delange2017	SCZ_pardinas2018	0.320959	-0.01007	0.7009	0.103015	0	0.49126	0.0622145
1022	6	89974268	91097024	1623	202	CD_delange2017	UC_delange2017	0.653589	0.33973	0.98912	0.427178	0.11542	0.97835	0.000594566
1022	6	89974268	91097024	1623	202	MS_imsgc2019	PD_nalls2019	-0.12263	-0.33218	0.08446	0.0150381	0	0.11035	0.247239
1022	6	89974268	91097024	1623	202	MS_imsgc2019	SCZ_pardinas2018	0.0856677	-0.26308	0.42698	0.00733895	0	0.19037	0.611633
1022	6	89974268	91097024	1623	202	MS_imsgc2019	UC_delange2017	-0.110348	-0.51193	0.25203	0.0121767	0	0.26544	0.538568
1022	6	89974268	91097024	1623	202	PD_nalls2019	SCZ_pardinas2018	0.178107	-0.07711	0.45084	0.0317221	0	0.20326	0.167742
1022	6	89974268	91097024	1623	202	PD_nalls2019	UC_delange2017	0.241764	-0.0408	0.54922	0.0584499	0	0.30165	0.0834237
1022	6	89974268	91097024	1623	202	SCZ_pardinas2018	UC_delange2017	0.506859	0.10857	1	0.256906	0.01319	1	0.0178549
1037	6	106053916	107309327	2491	243	ALS_vanrheenen2021	CD_delange2017	0.118612	-0.1931	0.43754	0.0140689	0	0.1918	0.441282
1037	6	106053916	107309327	2491	243	ALS_vanrheenen2021	LBD_chia2021	-0.119693	-0.50559	0.25596	0.0143265	0	0.26115	0.516027
1037	6	106053916	107309327	2491	243	ALS_vanrheenen2021	PD_nalls2019	0.0851161	-0.16616	0.32782	0.00724476	0	0.1084	0.489514
1037	6	106053916	107309327	2491	243	ALS_vanrheenen2021	SCZ_pardinas2018	-0.463775	-0.90023	-0.11338	0.215087	0.01371	0.81041	0.0121078
1037	6	106053916	107309327	2491	243	ALS_vanrheenen2021	UC_delange2017	0.197027	-0.12546	0.54103	0.0388196	0	0.29271	0.213896
1037	6	106053916	107309327	2491	243	CD_delange2017	LBD_chia2021	-0.321931	-0.65791	-0.01824	0.10364	0.00154	0.43284	0.0408151
1037	6	106053916	107309327	2491	243	CD_delange2017	PD_nalls2019	0.228245	0.02731	0.43858	0.052096	0.00148	0.19236	0.0278115
1037	6	106053916	107309327	2491	243	CD_delange2017	SCZ_pardinas2018	0.296078	-0.0079	0.63449	0.0876624	0	0.40257	0.0608065
1037	6	106053916	107309327	2491	243	CD_delange2017	UC_delange2017	0.454936	0.21371	0.68024	0.206967	0.04567	0.46272	0.000971649
1037	6	106053916	107309327	2491	243	LBD_chia2021	PD_nalls2019	0.0573246	-0.20032	0.32179	0.00328611	0	0.10669	0.649549
1037	6	106053916	107309327	2491	243	LBD_chia2021	SCZ_pardinas2018	-0.435106	-0.86716	-0.06824	0.189317	0.00595	0.75197	0.0208931
1037	6	106053916	107309327	2491	243	LBD_chia2021	UC_delange2017	-0.067205	-0.40654	0.25529	0.00451652	0	0.17271	0.679089
1037	6	106053916	107309327	2491	243	PD_nalls2019	SCZ_pardinas2018	0.186135	-0.0656	0.44758	0.0346463	0	0.20033	0.140826
1037	6	106053916	107309327	2491	243	PD_nalls2019	UC_delange2017	0.0640814	-0.15194	0.27891	0.00410643	0	0.07823	0.546885
1037	6	106053916	107309327	2491	243	SCZ_pardinas2018	UC_delange2017	0.34411	0.0252	0.69361	0.118412	0.00242	0.4811	0.0341113
1041	6	111363444	112342873	1380	119	PD_nalls2019	UC_delange2017	-0.0201905	-0.32694	0.27703	0.000407658	0	0.12716	0.891248
1043	6	113705004	115062811	1982	159	ALS_vanrheenen2021	PD_nalls2019	-0.160432	-0.46019	0.11815	0.0257383	0	0.21177	0.24811
1043	6	113705004	115062811	1982	159	ALS_vanrheenen2021	SCZ_pardinas2018	-0.134619	-0.59012	0.29219	0.0181224	0	0.35322	0.519043
1043	6	113705004	115062811	1982	159	PD_nalls2019	SCZ_pardinas2018	-0.109783	-0.38712	0.16493	0.0120523	0	0.15137	0.415306
1054	6	125365055	127545459	1985	157	PD_nalls2019	SCZ_pardinas2018	-0.478057	-0.82341	-0.18046	0.228539	0.03256	0.67801	0.00253879
1061	6	134313644	135544083	1956	217	CD_delange2017	MS_imsgc2019	-0.207209	-0.6107	0.15198	0.0429356	0	0.37334	0.249758
1061	6	134313644	135544083	1956	217	CD_delange2017	PD_nalls2019	0.291263	0.08019	0.53354	0.0848339	0.00664	0.28466	0.0101266
1061	6	134313644	135544083	1956	217	CD_delange2017	UC_delange2017	0.369953	-0.0254	0.69951	0.136865	0	0.48932	0.0559151
1061	6	134313644	135544083	1956	217	MS_imsgc2019	PD_nalls2019	0.045244	-0.16824	0.2566	0.00204702	0	0.06735	0.657618
1061	6	134313644	135544083	1956	217	MS_imsgc2019	UC_delange2017	0.27873	-0.06781	0.64492	0.0776903	0	0.41593	0.112321
1061	6	134313644	135544083	1956	217	PD_nalls2019	UC_delange2017	-0.359116	-0.59291	-0.15429	0.128964	0.02381	0.35155	0.00105418
1062	6	135544084	137553212	1889	158	CD_delange2017	MS_imsgc2019	0.0731923	-0.27419	0.4133	0.00535711	0	0.18026	0.651345
1062	6	135544084	137553212	1889	158	CD_delange2017	PD_nalls2019	-0.175214	-0.47325	0.09667	0.0307	0	0.22397	0.19213
1062	6	135544084	137553212	1889	158	MS_imsgc2019	PD_nalls2019	0.0988582	-0.08113	0.27881	0.00977295	0	0.07785	0.277749
1063	6	137553213	138825721	2485	215	CD_delange2017	MS_imsgc2019	-0.0821202	-0.34492	0.1791	0.00674372	0	0.12049	0.527401
1063	6	137553213	138825721	2485	215	CD_delange2017	PD_nalls2019	0.0187962	-0.21496	0.25251	0.000353295	0	0.07296	0.870629
1063	6	137553213	138825721	2485	215	CD_delange2017	UC_delange2017	0.379672	0.12037	0.60409	0.144151	0.01458	0.36492	0.00578288
1063	6	137553213	138825721	2485	215	MS_imsgc2019	PD_nalls2019	0.182182	-0.01521	0.38089	0.0331902	0	0.14508	0.0746068
1063	6	137553213	138825721	2485	215	MS_imsgc2019	UC_delange2017	-0.262691	-0.51629	-0.02483	0.0690063	0.00141	0.26655	0.0306462
1063	6	137553213	138825721	2485	215	PD_nalls2019	UC_delange2017	-0.0927798	-0.29938	0.11738	0.00860809	0	0.08963	0.386392
1067	6	143083348	144791455	2469	260	AD_schwartzentruber2021	CD_delange2017	0.111072	-0.26734	0.50235	0.012337	0	0.25714	0.54229
1067	6	143083348	144791455	2469	260	AD_schwartzentruber2021	MS_imsgc2019	0.596891	0.17422	1	0.356279	0.03122	1	0.00774505
1067	6	143083348	144791455	2469	260	AD_schwartzentruber2021	PD_nalls2019	0.090225	-0.16539	0.35111	0.00814056	0	0.12413	0.473353
1067	6	143083348	144791455	2469	260	AD_schwartzentruber2021	SCZ_pardinas2018	-0.131129	-0.62509	0.30211	0.0171947	0	0.39779	0.535117
1067	6	143083348	144791455	2469	260	CD_delange2017	MS_imsgc2019	0.439321	0.08809	0.84594	0.193003	0.00948	0.71635	0.0159871
1067	6	143083348	144791455	2469	260	CD_delange2017	PD_nalls2019	0.0426089	-0.15467	0.23905	0.00181552	0	0.05886	0.662396
1067	6	143083348	144791455	2469	260	CD_delange2017	SCZ_pardinas2018	0.269278	-0.08423	0.65302	0.0725107	0	0.42643	0.117652
1067	6	143083348	144791455	2469	260	MS_imsgc2019	PD_nalls2019	0.112503	-0.13396	0.38028	0.0126568	0	0.14591	0.366593
1067	6	143083348	144791455	2469	260	MS_imsgc2019	SCZ_pardinas2018	0.125072	-0.33139	0.57265	0.015643	0	0.34167	0.553736
1067	6	143083348	144791455	2469	260	PD_nalls2019	SCZ_pardinas2018	-0.0869684	-0.33345	0.14769	0.0075635	0	0.11207	0.458632
1082	6	158952061	159604052	1486	126	CD_delange2017	MS_imsgc2019	-0.840372	-1	-0.51404	0.706226	0.26424	1	9.67644e-06
1082	6	158952061	159604052	1486	126	CD_delange2017	PD_nalls2019	-0.0390783	-0.36619	0.28296	0.00152711	0	0.14803	0.801928
1082	6	158952061	159604052	1486	126	MS_imsgc2019	PD_nalls2019	-0.0831406	-0.35685	0.18488	0.00691236	0	0.12857	0.540727
1090	6	166853326	167714865	1791	183	CD_delange2017	PD_nalls2019	-0.223159	-0.36741	-0.08288	0.0497998	0.00687	0.13499	0.00265391
1090	6	166853326	167714865	1791	183	CD_delange2017	SCZ_pardinas2018	-0.0128588	-0.33237	0.29307	0.000165349	0	0.13494	0.931858
1090	6	166853326	167714865	1791	183	CD_delange2017	UC_delange2017	0.547262	0.285	0.82351	0.299496	0.08122	0.67818	0.000409669
1090	6	166853326	167714865	1791	183	PD_nalls2019	SCZ_pardinas2018	-0.113791	-0.36889	0.1249	0.0129485	0	0.13659	0.349366
1090	6	166853326	167714865	1791	183	PD_nalls2019	UC_delange2017	-0.289029	-0.55398	-0.0592	0.0835376	0.00389	0.3069	0.0153801
1090	6	166853326	167714865	1791	183	SCZ_pardinas2018	UC_delange2017	-0.0831822	-0.55997	0.36855	0.00691928	0	0.32931	0.699178
1096	7	1366973	2473749	1680	128	PD_nalls2019	SCZ_pardinas2018	0.352994	0.10904	0.61332	0.124605	0.01215	0.37617	0.00595449
1097	7	2473750	3100211	955	157	PD_nalls2019	UC_delange2017	-0.105486	-0.37209	0.14603	0.0111273	0	0.13865	0.398809
1122	7	23106681	24151099	1785	153	PD_nalls2019	SCZ_pardinas2018	0.136799	-0.11137	0.39416	0.0187139	0	0.15537	0.279292
1123	7	24151100	24894119	1813	159	PD_nalls2019	SCZ_pardinas2018	0.153316	-0.09637	0.41881	0.0235057	0	0.1754	0.228448
1146	7	49632427	50894508	2304	164	AD_schwartzentruber2021	CD_delange2017	0.488782	0.18844	0.81074	0.238908	0.03551	0.6573	0.00220434
1146	7	49632427	50894508	2304	164	AD_schwartzentruber2021	MS_imsgc2019	-0.769988	-1	-0.48031	0.592881	0.2307	1	3.55037e-06
1146	7	49632427	50894508	2304	164	AD_schwartzentruber2021	PD_nalls2019	-0.087074	-0.3656	0.18813	0.00758187	0	0.13544	0.527935
1146	7	49632427	50894508	2304	164	AD_schwartzentruber2021	UC_delange2017	0.341079	-0.03504	0.76891	0.116335	0	0.59123	0.0753101
1146	7	49632427	50894508	2304	164	CD_delange2017	MS_imsgc2019	-0.292958	-0.65195	0.03207	0.0858244	0	0.42504	0.0745642
1146	7	49632427	50894508	2304	164	CD_delange2017	PD_nalls2019	0.0466214	-0.23128	0.32899	0.00217355	0	0.11312	0.735564
1146	7	49632427	50894508	2304	164	CD_delange2017	UC_delange2017	0.646461	0.32708	0.99111	0.417911	0.10698	0.9823	0.00106023
1146	7	49632427	50894508	2304	164	MS_imsgc2019	PD_nalls2019	0.110254	-0.17132	0.4065	0.0121559	0	0.1656	0.439908
1146	7	49632427	50894508	2304	164	MS_imsgc2019	UC_delange2017	-0.443489	-0.93546	-0.06066	0.196682	0.0059	0.87509	0.0246893
