gene_locus	gene_name	chr	start	stop	n_snps	n_pcs	phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p
ENSG00000182372	CLN8	8	1603944	1834738	98	16	PD_nalls2019	BIN_onek1k_ENSG00000182372	0.219229	-0.07364	0.51835	0.0480616	0	0.26869	0.144304
ENSG00000253982	CTD_2336O2_1	8	1610156	1812668	94	19	PD_nalls2019	CD4ET_onek1k_ENSG00000253982	0.0565883	-0.20534	0.31747	0.00320224	0	0.10398	0.665657
ENSG00000253982	CTD_2336O2_1	8	1610156	1812668	201	45	PD_nalls2019	CD4NC_onek1k_ENSG00000253982	0.0497947	-0.06002	0.15725	0.00247951	0	0.02474	0.366769
ENSG00000253982	CTD_2336O2_1	8	1610156	1812668	138	30	PD_nalls2019	CD8NC_onek1k_ENSG00000253982	0.036296	-0.16112	0.2371	0.0013174	0	0.05895	0.716841
ENSG00000104728	ARHGEF10	8	1672142	2006807	77	31	PD_nalls2019	CD4NC_onek1k_ENSG00000104728	-0.147891	-0.36336	0.06432	0.0218717	0	0.13203	0.17904
ENSG00000036448	MYOM2	8	1893155	2213475	1099	180	PD_nalls2019	CD4ET_onek1k_ENSG00000036448	-0.0315891	-0.11352	0.04887	0.000997871	0	0.01292	0.448315
ENSG00000036448	MYOM2	8	1893155	2213475	1099	180	PD_nalls2019	CD8ET_onek1k_ENSG00000036448	-0.0373674	-0.09576	0.0217	0.00139632	0	0.00917	0.206398
ENSG00000036448	MYOM2	8	1893155	2213475	201	38	PD_nalls2019	CD8NC_onek1k_ENSG00000036448	0.0343164	-0.16431	0.2404	0.00117762	0	0.06056	0.734144
ENSG00000254319	RP11_134O21_1	8	2423591	2685991	720	128	PD_nalls2019	CD4NC_onek1k_ENSG00000254319	-0.0763711	-0.30948	0.15116	0.00583255	0	0.09663	0.499875
ENSG00000136573	BLK	8	11251510	11522113	228	51	PD_nalls2019	BIN_onek1k_ENSG00000136573	-0.0700644	-0.33926	0.19251	0.00490902	0	0.11614	0.595136
ENSG00000136573	BLK	8	11251510	11522113	227	61	PD_nalls2019	BMem_onek1k_ENSG00000136573	-0.127531	-0.29707	0.04327	0.0162641	0	0.08825	0.140976
ENSG00000136573	BLK	8	11251510	11522113	55	18	PD_nalls2019	CD4NC_onek1k_ENSG00000136573	0.0320734	-0.22731	0.2963	0.0010287	0	0.09567	0.805214
ENSG00000079459	FDFT1	8	11553082	11796818	82	26	PD_nalls2019	CD4ET_onek1k_ENSG00000079459	0.196529	-0.06444	0.4641	0.0386237	0	0.21539	0.146814
ENSG00000079459	FDFT1	8	11553082	11796818	44	14	PD_nalls2019	CD8ET_onek1k_ENSG00000079459	-0.122268	-0.42893	0.19215	0.0149494	0	0.18469	0.431297
ENSG00000079459	FDFT1	8	11553082	11796818	234	39	PD_nalls2019	CD8NC_onek1k_ENSG00000079459	0.254461	0.0757	0.43564	0.0647506	0.00592	0.18979	0.00668812
ENSG00000129422	MTUS1	8	17401304	17758426	150	32	PD_nalls2019	CD4NC_onek1k_ENSG00000129422	-0.192333	-0.39997	0.00929	0.0369921	0	0.15998	0.0671313
ENSG00000129422	MTUS1	8	17401304	17758426	74	20	PD_nalls2019	CD8NC_onek1k_ENSG00000129422	-0.0252128	-0.31244	0.26919	0.000635686	0	0.11414	0.860359
ENSG00000168476	REEP4	8	21895533	22099464	18	4	PD_nalls2019	CD4NC_onek1k_ENSG00000168476	-0.106699	-0.43517	0.23009	0.0113847	0	0.1902	0.51682
ENSG00000168476	REEP4	8	21895533	22099464	21	7	PD_nalls2019	CD8ET_onek1k_ENSG00000168476	-0.0229847	-0.26209	0.2189	0.000528295	0	0.07724	0.849484
ENSG00000120915	EPHX2	8	27248296	27503081	87	6	AD_schwartzentruber2021	CD8NC_onek1k_ENSG00000120915	0.354289	-0.0713	0.74809	0.125521	0	0.55964	0.0978428
ENSG00000147421	HMBOX1	8	28647911	29022281	171	26	PD_nalls2019	BIN_onek1k_ENSG00000147421	-0.573921	-0.85996	-0.29639	0.329386	0.08785	0.73953	0.000319405
ENSG00000147421	HMBOX1	8	28647911	29022281	177	26	PD_nalls2019	BMem_onek1k_ENSG00000147421	-0.619869	-0.96589	-0.30568	0.384237	0.09344	0.93295	0.000874651
ENSG00000147421	HMBOX1	8	28647911	29022281	244	28	PD_nalls2019	CD8ET_onek1k_ENSG00000147421	-0.416628	-0.71825	-0.11627	0.173579	0.01366	0.51588	0.00753205
ENSG00000147421	HMBOX1	8	28647911	29022281	185	29	PD_nalls2019	CD8NC_onek1k_ENSG00000147421	-0.521212	-0.86349	-0.20642	0.271662	0.04261	0.74561	0.00316904
ENSG00000235531	RP11_383H13_1	8	72640402	73130628	414	53	PD_nalls2019	CD8ET_onek1k_ENSG00000235531	0.115565	-0.1917	0.42881	0.0133552	0	0.1875	0.461365
ENSG00000171033	PKIA	8	79328374	79617502	116	12	PD_nalls2019	CD4NC_onek1k_ENSG00000171033	-0.670147	-0.98463	-0.35899	0.449098	0.12887	0.9695	0.000706094
ENSG00000171033	PKIA	8	79328374	79617502	185	11	MS_imsgc2019	CD8NC_onek1k_ENSG00000171033	-0.534431	-0.89094	-0.16749	0.285616	0.02812	0.79377	0.00998786
ENSG00000104427	ZC2HC1A	8	79478282	79732000	380	22	PD_nalls2019	BIN_onek1k_ENSG00000104427	-0.16542	-0.52214	0.1971	0.0273636	0	0.27302	0.348646
ENSG00000104427	ZC2HC1A	8	79478282	79732000	376	19	MS_imsgc2019	BIN_onek1k_ENSG00000104427	-0.79488	-1	-0.47343	0.631834	0.22413	1	0.000333735
ENSG00000104427	ZC2HC1A	8	79478282	79732000	380	22	PD_nalls2019	BMem_onek1k_ENSG00000104427	0.235016	-0.11214	0.5886	0.0552324	0	0.34645	0.18042
ENSG00000104427	ZC2HC1A	8	79478282	79732000	376	19	MS_imsgc2019	BMem_onek1k_ENSG00000104427	-0.751164	-1	-0.39571	0.564247	0.15658	1	0.000649249
ENSG00000104427	ZC2HC1A	8	79478282	79732000	308	21	PD_nalls2019	CD4NC_onek1k_ENSG00000104427	0.0283554	-0.27195	0.32165	0.000804029	0	0.1166	0.849954
ENSG00000104427	ZC2HC1A	8	79478282	79732000	304	17	MS_imsgc2019	CD4NC_onek1k_ENSG00000104427	-0.707584	-0.98955	-0.42518	0.500675	0.18078	0.9792	0.00014713
ENSG00000104412	EMC2	8	109355830	109599145	277	7	PD_nalls2019	CD4NC_onek1k_ENSG00000104412	0.378671	0.02269	0.722	0.143392	0.00246	0.52129	0.0444174
ENSG00000177570	SAMD12	8	119101698	119734234	989	129	PD_nalls2019	BIN_onek1k_ENSG00000177570	-0.0736843	-0.28564	0.13894	0.00542937	0	0.08218	0.486878
ENSG00000261220	RP11_629O1_2	8	134485426	134686104	41	11	PD_nalls2019	CD8ET_onek1k_ENSG00000261220	-0.184316	-0.48872	0.1279	0.0339722	0	0.23885	0.240913
ENSG00000247317	RP11_273G15_2	8	143963155	144199854	157	17	PD_nalls2019	CD4NC_onek1k_ENSG00000247317	-0.0765533	-0.44599	0.28393	0.00586041	0	0.20715	0.669123
ENSG00000254859	RP11_661A12_5	8	144524143	144731899	46	9	PD_nalls2019	CD4NC_onek1k_ENSG00000254859	-0.410109	-0.67853	-0.12334	0.16819	0.01536	0.4604	0.0071232
ENSG00000147813	NAPRT1	8	144556955	144760819	143	25	PD_nalls2019	BIN_onek1k_ENSG00000147813	0.221092	-0.11828	0.55929	0.0488817	0	0.3128	0.192929
ENSG00000147813	NAPRT1	8	144556955	144760819	125	20	PD_nalls2019	BMem_onek1k_ENSG00000147813	0.0532983	-0.29507	0.40108	0.00284071	0	0.17229	0.757418
ENSG00000147813	NAPRT1	8	144556955	144760819	125	22	PD_nalls2019	CD4ET_onek1k_ENSG00000147813	0.00826158	-0.29161	0.30106	6.82537e-05	0	0.11471	0.95498
ENSG00000147813	NAPRT1	8	144556955	144760819	174	29	PD_nalls2019	CD8ET_onek1k_ENSG00000147813	-0.0984141	-0.38782	0.1803	0.00968533	0	0.15093	0.487182
ENSG00000147813	NAPRT1	8	144556955	144760819	144	23	PD_nalls2019	CD8NC_onek1k_ENSG00000147813	0.0956709	-0.20538	0.40168	0.00915293	0	0.16279	0.523262
ENSG00000179632	MAF1	8	145059402	145262514	94	10	PD_nalls2019	CD8ET_onek1k_ENSG00000179632	-0.277401	-0.52135	-0.02631	0.0769514	0.00175	0.27181	0.0323276
ENSG00000161016	RPL8	8	145915150	146117972	183	29	PD_nalls2019	BIN_onek1k_ENSG00000161016	-0.177479	-0.35496	0.00053	0.0314988	0	0.126	0.0495453
ENSG00000161016	RPL8	8	145915150	146117972	183	29	PD_nalls2019	BMem_onek1k_ENSG00000161016	-0.1569	-0.33349	0.0224	0.0246178	0	0.11122	0.08685
ENSG00000161016	RPL8	8	145915150	146117972	180	27	PD_nalls2019	CD4ET_onek1k_ENSG00000161016	-0.153407	-0.33264	0.02823	0.0235336	0	0.11065	0.0963308
ENSG00000161016	RPL8	8	145915150	146117972	175	26	PD_nalls2019	CD8ET_onek1k_ENSG00000161016	-0.0969411	-0.27548	0.0847	0.00939758	0	0.07589	0.291972
ENSG00000161016	RPL8	8	145915150	146117972	181	28	PD_nalls2019	CD8NC_onek1k_ENSG00000161016	-0.184743	-0.3666	-0.00093	0.0341299	0.00047	0.1344	0.0505635
ENSG00000107099	DOCK8	9	114854	565259	194	42	PD_nalls2019	CD4ET_onek1k_ENSG00000107099	0.0878233	-0.15432	0.32967	0.00771293	0	0.10961	0.470616
ENSG00000107099	DOCK8	9	114854	565259	222	48	PD_nalls2019	CD8ET_onek1k_ENSG00000107099	0.0621038	-0.14767	0.26837	0.00385688	0	0.07287	0.553631
ENSG00000107099	DOCK8	9	114854	565259	221	47	PD_nalls2019	CD8NC_onek1k_ENSG00000107099	0.0809237	-0.12447	0.28667	0.00654864	0	0.08236	0.430873
ENSG00000107018	RLN1	9	5234969	5439873	13	3	PD_nalls2019	CD8NC_onek1k_ENSG00000107018	0.502515	0.05186	0.9169	0.252521	0.0069	0.84071	0.0432593
ENSG00000107020	PLGRKT	9	5257973	5537878	50	13	PD_nalls2019	CD8ET_onek1k_ENSG00000107020	0.0327814	-0.32529	0.38929	0.00107462	0	0.17321	0.850645
ENSG00000107020	PLGRKT	9	5257973	5537878	45	13	PD_nalls2019	CD8NC_onek1k_ENSG00000107020	-0.171135	-0.45502	0.113	0.0292873	0	0.20713	0.233268
ENSG00000086062	B4GALT1	9	33004080	33267354	152	20	PD_nalls2019	CD4NC_onek1k_ENSG00000086062	-0.0732814	-0.36743	0.22264	0.00537016	0	0.13856	0.62097
ENSG00000086062	B4GALT1	9	33004080	33267354	102	14	PD_nalls2019	CD8NC_onek1k_ENSG00000086062	0.0916877	-0.22581	0.40017	0.00840663	0	0.16194	0.559722
ENSG00000215183	MSMP	9	35652987	35856610	19	6	PD_nalls2019	BIN_onek1k_ENSG00000215183	-0.365973	-0.77177	0.0465	0.133936	0	0.59563	0.0927629
ENSG00000137106	GRHPR	9	37322663	37536987	28	7	PD_nalls2019	BIN_onek1k_ENSG00000137106	-0.0595602	-0.51669	0.39888	0.00354741	0	0.30037	0.787388
ENSG00000137106	GRHPR	9	37322663	37536987	20	4	PD_nalls2019	BMem_onek1k_ENSG00000137106	-0.306126	-0.76956	0.17501	0.0937131	0	0.59222	0.198055
ENSG00000137106	GRHPR	9	37322663	37536987	21	5	PD_nalls2019	CD4ET_onek1k_ENSG00000137106	-0.26578	-0.57446	0.05572	0.0706392	0	0.33	0.101811
ENSG00000137106	GRHPR	9	37322663	37536987	39	12	PD_nalls2019	CD8ET_onek1k_ENSG00000137106	-0.193617	-0.42221	0.04161	0.0374874	0	0.17826	0.106128
ENSG00000137106	GRHPR	9	37322663	37536987	66	14	PD_nalls2019	CD8NC_onek1k_ENSG00000137106	-0.152432	-0.37048	0.06238	0.0232356	0	0.13725	0.162465
ENSG00000137106	GRHPR	9	37322663	37536987	25	4	PD_nalls2019	MonoC_onek1k_ENSG00000137106	-0.281054	-0.77114	0.22089	0.0789912	0	0.59466	0.2614
ENSG00000106733	NMRK1	9	77575489	77803133	94	19	PD_nalls2019	CD8ET_onek1k_ENSG00000106733	0.262186	-0.01439	0.54041	0.0687414	0	0.29205	0.0658365
ENSG00000134996	OSTF1	9	77603459	77862181	40	15	PD_nalls2019	BIN_onek1k_ENSG00000134996	0.123629	-0.14566	0.38704	0.0152842	0	0.14987	0.359837
ENSG00000134996	OSTF1	9	77603459	77862181	64	21	PD_nalls2019	BMem_onek1k_ENSG00000134996	0.0333453	-0.20385	0.271	0.00111191	0	0.0776	0.779402
ENSG00000134996	OSTF1	9	77603459	77862181	90	28	PD_nalls2019	CD8ET_onek1k_ENSG00000134996	-0.199736	-0.44838	0.04278	0.0398944	0	0.20105	0.112931
ENSG00000134996	OSTF1	9	77603459	77862181	60	14	PD_nalls2019	CD8NC_onek1k_ENSG00000134996	0.113446	-0.16072	0.38004	0.01287	0	0.14485	0.407155
ENSG00000135047	CTSL	9	90240434	90446308	176	28	PD_nalls2019	CD4NC_onek1k_ENSG00000135047	-0.103104	-0.24088	0.03645	0.0106305	0	0.05802	0.143983
ENSG00000165140	FBP1	9	97265415	97502531	219	20	PD_nalls2019	CD4NC_onek1k_ENSG00000165140	0.442518	0.07734	0.83271	0.195822	0.00718	0.6934	0.0277579
ENSG00000106952	TNFSF8	9	117556003	117792697	75	9	CD_delange2017	CD8NC_onek1k_ENSG00000106952	-0.487631	-0.90028	-0.07632	0.237784	0.00884	0.8105	0.0283923
ENSG00000229245	RP11_542K23_7	9	125065686	125311256	9	5	PD_nalls2019	BIN_onek1k_ENSG00000229245	-0.339735	-0.63532	-0.01754	0.11542	0.00219	0.40363	0.0370106
ENSG00000229245	RP11_542K23_7	9	125065686	125311256	3	3	PD_nalls2019	BMem_onek1k_ENSG00000229245	-0.193908	-0.52444	0.15005	0.0376004	0	0.27504	0.255238
ENSG00000229245	RP11_542K23_7	9	125065686	125311256	6	5	PD_nalls2019	CD4ET_onek1k_ENSG00000229245	-0.291766	-0.58986	0.02034	0.0851277	0	0.34794	0.0688009
ENSG00000229245	RP11_542K23_7	9	125065686	125311256	28	11	PD_nalls2019	CD8NC_onek1k_ENSG00000229245	-0.184163	-0.43632	0.08011	0.0339161	0	0.19037	0.161603
ENSG00000197958	RPL12	9	130109953	130313684	294	28	PD_nalls2019	BIN_onek1k_ENSG00000197958	-0.0548348	-0.2099	0.09893	0.00300685	0	0.04442	0.491604
ENSG00000197958	RPL12	9	130109953	130313684	292	27	PD_nalls2019	BMem_onek1k_ENSG00000197958	-0.082723	-0.26035	0.09701	0.00684309	0	0.06795	0.361745
ENSG00000197958	RPL12	9	130109953	130313684	292	26	PD_nalls2019	CD4ET_onek1k_ENSG00000197958	-0.099778	-0.23223	0.03527	0.00995565	0	0.05393	0.146201
ENSG00000197958	RPL12	9	130109953	130313684	294	28	PD_nalls2019	CD8ET_onek1k_ENSG00000197958	-0.125491	-0.25704	0.00881	0.0157481	0	0.06607	0.0634683
ENSG00000197958	RPL12	9	130109953	130313684	293	27	PD_nalls2019	CD8NC_onek1k_ENSG00000197958	-0.112423	-0.24646	0.02768	0.012639	0	0.06074	0.110707
ENSG00000197958	RPL12	9	130109953	130313684	198	18	PD_nalls2019	MonoC_onek1k_ENSG00000197958	-0.243083	-0.48674	-0.00172	0.0590894	0.00074	0.23692	0.0518909
ENSG00000160408	ST6GALNAC6	9	130547600	130767687	16	9	PD_nalls2019	CD4NC_onek1k_ENSG00000160408	0.233591	-0.08711	0.53944	0.0545649	0	0.291	0.147886
ENSG00000136819	C9orf78	9	132489569	132698142	151	11	PD_nalls2019	CD4ET_onek1k_ENSG00000136819	-0.50487	-0.81776	-0.17536	0.254894	0.0309	0.66873	0.00601421
ENSG00000136819	C9orf78	9	132489569	132698142	186	14	PD_nalls2019	CD8ET_onek1k_ENSG00000136819	-0.229819	-0.49861	0.04412	0.0528166	0	0.24861	0.102871
ENSG00000148290	SURF1	9	136118610	136323552	127	34	PD_nalls2019	CD8ET_onek1k_ENSG00000148290	0.130061	-0.12753	0.38001	0.0169158	0	0.14441	0.312543
ENSG00000233016	SNHG7	9	139515818	139722636	129	15	PD_nalls2019	BMem_onek1k_ENSG00000233016	0.0550384	-0.21068	0.31294	0.00302922	0	0.10154	0.675894
ENSG00000233016	SNHG7	9	139515818	139722636	80	11	PD_nalls2019	CD4ET_onek1k_ENSG00000233016	0.278798	-0.05351	0.60159	0.0777285	0	0.36191	0.0873917
ENSG00000233016	SNHG7	9	139515818	139722636	149	16	PD_nalls2019	CD8ET_onek1k_ENSG00000233016	0.241553	-0.01216	0.49519	0.0583481	0	0.24521	0.0653455
ENSG00000204001	LCN8	9	139548838	139752678	161	24	PD_nalls2019	BIN_onek1k_ENSG00000204001	-0.0172392	-0.22533	0.19127	0.00029719	0	0.05868	0.869657
ENSG00000204001	LCN8	9	139548838	139752678	113	21	PD_nalls2019	BMem_onek1k_ENSG00000204001	0.161587	-0.12635	0.44958	0.0261104	0	0.20234	0.25573
ENSG00000107317	PTGDS	9	139771956	139979887	183	28	PD_nalls2019	CD8ET_onek1k_ENSG00000107317	-0.408393	-0.83024	-0.00682	0.166784	0.00235	0.6893	0.0518532
ENSG00000182154	MRPL41	9	140345651	140547007	32	7	PD_nalls2019	CD8ET_onek1k_ENSG00000182154	-0.0659058	-0.54227	0.41609	0.00434357	0	0.32427	0.776055
ENSG00000067057	PFKP	10	3008525	3279904	14	9	PD_nalls2019	CD8ET_onek1k_ENSG00000067057	0.097035	-0.27576	0.465	0.0094158	0	0.22248	0.59137
ENSG00000237943	PRKCQ_AS1	10	6522381	6758414	49	23	PD_nalls2019	CD8NC_onek1k_ENSG00000237943	0.0855741	-0.12509	0.29493	0.00732293	0	0.08718	0.426622
ENSG00000271046	RP11_138I18_2	10	11621674	11822513	25	8	AD_schwartzentruber2021	BMem_onek1k_ENSG00000271046	-0.362594	-0.76535	0.06542	0.131474	0	0.58576	0.0961251
ENSG00000271046	RP11_138I18_2	10	11621674	11822513	25	8	PD_nalls2019	BMem_onek1k_ENSG00000271046	-0.318687	-0.6358	0.00554	0.101562	0	0.40424	0.0563019
ENSG00000152465	NMT2	10	15044583	15310692	23	11	PD_nalls2019	CD8NC_onek1k_ENSG00000152465	-0.0501588	-0.28979	0.20056	0.00251591	0	0.08697	0.683404
ENSG00000026025	VIM	10	17170258	17379592	51	11	PD_nalls2019	CD8NC_onek1k_ENSG00000026025	0.0405521	-0.30303	0.3836	0.00164447	0	0.16327	0.808672
ENSG00000254635	WAC_AS1	10	28711581	28921672	316	36	PD_nalls2019	CD4NC_onek1k_ENSG00000254635	0.197603	-0.05951	0.45714	0.0390469	0	0.20898	0.128943
ENSG00000254635	WAC_AS1	10	28711581	28921672	316	36	PD_nalls2019	CD8ET_onek1k_ENSG00000254635	0.113291	-0.16316	0.38405	0.0128349	0	0.14787	0.409739
ENSG00000254635	WAC_AS1	10	28711581	28921672	316	36	PD_nalls2019	CD8NC_onek1k_ENSG00000254635	0.143935	-0.2036	0.48834	0.0207173	0	0.23863	0.398252
ENSG00000254635	WAC_AS1	10	28711581	28921672	316	36	PD_nalls2019	MonoC_onek1k_ENSG00000254635	0.214034	-0.15276	0.59228	0.0458106	0	0.3508	0.247106
ENSG00000271335	RP11_324I22_4	10	35503480	35725329	85	11	CD_delange2017	CD4NC_onek1k_ENSG00000271335	0.310967	0.01248	0.60289	0.0967002	0.00171	0.36347	0.0479946
ENSG00000271335	RP11_324I22_4	10	35503480	35725329	186	22	CD_delange2017	CD8NC_onek1k_ENSG00000271335	0.0862758	-0.36036	0.53855	0.00744351	0	0.30432	0.683372
ENSG00000099290	FAM21A	10	51727648	51993269	83	11	PD_nalls2019	CD4NC_onek1k_ENSG00000099290	-0.525719	-0.74703	-0.2925	0.27638	0.08555	0.55805	0.000144811
ENSG00000099290	FAM21A	10	51727648	51993269	39	6	PD_nalls2019	CD8ET_onek1k_ENSG00000099290	-0.151196	-0.57289	0.26518	0.0228601	0	0.32882	0.475418
ENSG00000254271	RP11_131N11_4	10	62394100	62601586	291	31	PD_nalls2019	CD4NC_onek1k_ENSG00000254271	-0.367683	-0.76722	0.01743	0.135191	0	0.58862	0.0667397
ENSG00000182010	RTKN2	10	63842794	64128466	141	13	PD_nalls2019	CD8ET_onek1k_ENSG00000182010	0.27864	-0.04572	0.59	0.0776402	0	0.3481	0.0914685
ENSG00000182010	RTKN2	10	63842794	64128466	126	7	PD_nalls2019	CD8NC_onek1k_ENSG00000182010	0.33499	-0.02476	0.67421	0.112219	0	0.45456	0.066773
ENSG00000079332	SAR1A	10	71807045	72030279	78	15	PD_nalls2019	BMem_onek1k_ENSG00000079332	0.219436	-0.16971	0.60144	0.0481523	0	0.36202	0.258138
ENSG00000079332	SAR1A	10	71807045	72030279	91	19	PD_nalls2019	CD8ET_onek1k_ENSG00000079332	0.249645	-0.02454	0.50704	0.0623227	0	0.25709	0.0752015
ENSG00000079332	SAR1A	10	71807045	72030279	91	19	PD_nalls2019	CD8NC_onek1k_ENSG00000079332	0.165401	-0.124	0.45928	0.0273574	0	0.21094	0.257796
ENSG00000180817	PPA1	10	71862586	72093667	110	22	PD_nalls2019	BIN_onek1k_ENSG00000180817	-0.0843274	-0.30481	0.13554	0.0071111	0	0.09299	0.451406
ENSG00000180817	PPA1	10	71862586	72093667	88	21	PD_nalls2019	BMem_onek1k_ENSG00000180817	-0.0132755	-0.41011	0.38311	0.000176238	0	0.20895	0.944478
ENSG00000180817	PPA1	10	71862586	72093667	149	30	PD_nalls2019	CD4ET_onek1k_ENSG00000180817	-0.0986313	-0.24397	0.05162	0.00972813	0	0.05952	0.189102
ENSG00000180817	PPA1	10	71862586	72093667	92	22	PD_nalls2019	CD8ET_onek1k_ENSG00000180817	-0.090858	-0.2744	0.09438	0.00825518	0	0.07539	0.341475
ENSG00000180817	PPA1	10	71862586	72093667	143	31	PD_nalls2019	CD8NC_onek1k_ENSG00000180817	-0.102308	-0.25235	0.05312	0.0104669	0	0.06368	0.187075
ENSG00000035403	VCL	10	75657872	75979918	135	7	PD_nalls2019	BIN_onek1k_ENSG00000035403	0.168464	-0.18359	0.51397	0.02838	0	0.26417	0.335977
ENSG00000035403	VCL	10	75657872	75979918	174	11	PD_nalls2019	CD8ET_onek1k_ENSG00000035403	0.364795	0.10124	0.61601	0.133075	0.01081	0.37947	0.00865103
ENSG00000035403	VCL	10	75657872	75979918	155	9	PD_nalls2019	CD8NC_onek1k_ENSG00000035403	0.330995	0.05103	0.59903	0.109558	0.00388	0.35883	0.0231749
ENSG00000138326	RPS24	10	79693518	79916570	136	30	PD_nalls2019	BIN_onek1k_ENSG00000138326	-0.395356	-0.78585	-0.01574	0.156307	0.00252	0.61756	0.0483876
ENSG00000138326	RPS24	10	79693518	79916570	141	31	PD_nalls2019	CD8ET_onek1k_ENSG00000138326	-0.0683811	-0.5063	0.36946	0.00467597	0	0.27461	0.744698
ENSG00000226381	RP11_119F19_2	10	81322844	81626085	110	14	PD_nalls2019	CD8ET_onek1k_ENSG00000226381	-0.490315	-0.78812	-0.19021	0.240409	0.03618	0.62113	0.00383721
ENSG00000226381	RP11_119F19_2	10	81322844	81626085	77	14	MS_imsgc2019	CD8ET_onek1k_ENSG00000226381	0.117145	-0.29301	0.52789	0.013723	0	0.28495	0.558905
ENSG00000122359	ANXA11	10	81810645	82065328	160	16	PD_nalls2019	CD8ET_onek1k_ENSG00000122359	0.208353	-0.15587	0.57693	0.0434112	0	0.33285	0.256649
ENSG00000166272	WBP1L	10	104403727	104676021	323	27	SCZ_pardinas2018	CD4NC_onek1k_ENSG00000166272	0.578978	0.27447	0.88379	0.335216	0.07533	0.78109	0.000973848
ENSG00000166275	C10orf32	10	104513980	104724718	83	7	SCZ_pardinas2018	BIN_onek1k_ENSG00000166275	0.497605	0.08291	0.90376	0.24761	0.00959	0.81679	0.0270585
ENSG00000166275	C10orf32	10	104513980	104724718	132	6	SCZ_pardinas2018	CD4ET_onek1k_ENSG00000166275	0.417913	0.08612	0.73386	0.174651	0.00807	0.53854	0.0220355
ENSG00000166275	C10orf32	10	104513980	104724718	100	7	SCZ_pardinas2018	CD4NC_onek1k_ENSG00000166275	0.498101	0.19827	0.80043	0.248104	0.03931	0.64069	0.00440488
ENSG00000166275	C10orf32	10	104513980	104724718	133	8	SCZ_pardinas2018	CD8ET_onek1k_ENSG00000166275	0.4267	0.13697	0.70177	0.182073	0.01882	0.49248	0.00643699
ENSG00000166275	C10orf32	10	104513980	104724718	153	7	SCZ_pardinas2018	CD8NC_onek1k_ENSG00000166275	0.571352	0.30178	0.82214	0.326443	0.09107	0.67592	0.000425718
ENSG00000187164	KIAA1598	10	118543742	118986097	160	21	PD_nalls2019	MonoC_onek1k_ENSG00000187164	0.0770177	-0.24413	0.40012	0.00593173	0	0.16424	0.627345
ENSG00000107679	PLEKHA1	10	124034212	124291867	108	15	PD_nalls2019	CD8NC_onek1k_ENSG00000107679	0.345761	0.04273	0.65272	0.119551	0.00305	0.42604	0.0358497
ENSG00000203791	METTL10	10	126336718	126580439	114	15	PD_nalls2019	CD4NC_onek1k_ENSG00000203791	0.0620708	-0.17739	0.31019	0.00385279	0	0.0974	0.613532
ENSG00000203791	METTL10	10	126336718	126580439	49	9	PD_nalls2019	CD8ET_onek1k_ENSG00000203791	-0.00824303	-0.38914	0.35814	6.79476e-05	0	0.18273	0.964058
ENSG00000226899	RP11_298J20_3	10	126533773	126735001	188	18	PD_nalls2019	BIN_onek1k_ENSG00000226899	0.173928	-0.04877	0.39029	0.030251	0	0.15232	0.116792
ENSG00000226899	RP11_298J20_3	10	126533773	126735001	283	30	PD_nalls2019	CD8ET_onek1k_ENSG00000226899	0.171906	-0.01938	0.35786	0.0295518	0	0.12807	0.0777132
ENSG00000226899	RP11_298J20_3	10	126533773	126735001	287	32	PD_nalls2019	CD8NC_onek1k_ENSG00000226899	0.189888	0.03259	0.34968	0.0360575	0.00128	0.12227	0.0202626
ENSG00000170430	MGMT	10	131165448	131666271	1025	115	PD_nalls2019	BMem_onek1k_ENSG00000170430	-0.342379	-0.55298	-0.13347	0.117223	0.01782	0.30578	0.0014932
ENSG00000170430	MGMT	10	131165448	131666271	1025	115	PD_nalls2019	CD4ET_onek1k_ENSG00000170430	0.0450034	-0.1857	0.27481	0.00202531	0	0.08054	0.694854
ENSG00000151640	DPYSL4	10	133900404	134119280	104	28	PD_nalls2019	CD8NC_onek1k_ENSG00000151640	0.0597514	-0.27437	0.3938	0.00357023	0	0.16334	0.718473
ENSG00000165752	STK32C	10	133920996	134245351	338	79	PD_nalls2019	CD4NC_onek1k_ENSG00000165752	-0.100421	-0.27297	0.07825	0.0100844	0	0.07451	0.255753
ENSG00000165752	STK32C	10	133920996	134245351	429	91	PD_nalls2019	CD8NC_onek1k_ENSG00000165752	-0.0809305	-0.26158	0.10075	0.00654975	0	0.06853	0.377747
ENSG00000142102	ATHL1	11	189135	396107	13	9	PD_nalls2019	CD4ET_onek1k_ENSG00000142102	0.116806	-0.34766	0.59355	0.0136436	0	0.3621	0.60789
ENSG00000142102	ATHL1	11	189135	396107	26	14	PD_nalls2019	CD8ET_onek1k_ENSG00000142102	0.208793	0.00114	0.40598	0.0435945	0.00058	0.16482	0.0433149
ENSG00000142102	ATHL1	11	189135	396107	29	14	PD_nalls2019	CD8NC_onek1k_ENSG00000142102	0.252215	-0.01118	0.51346	0.0636122	0	0.26364	0.0645087
ENSG00000185201	IFITM2	11	207631	415272	15	7	CD_delange2017	CD4ET_onek1k_ENSG00000185201	0.773111	0.5006	1	0.5977	0.2506	1	7.21408e-05
