ld_block	gene_locus	gene_name	chr	start	stop	n_snps	n_pcs	phen	h2.obs	p	qtl_dataset
1681	ENSG00000166435	XRRA1	11	74418784	74760245	346	30	SCZ_pardinas2018	1.5015e-05	0.386328	CD8ET
1681	ENSG00000166435	XRRA1	11	74418784	74760245	344	30	CD8ET_onek1k_ENSG00000166435	0.350459	1.25235e-75	CD8ET
1681	ENSG00000166435	XRRA1	11	74418784	74760245	318	27	CD8ET_onek1k_ENSG00000166435	0.339672	1.02393e-73	CD8ET
1681	ENSG00000166435	XRRA1	11	74418784	74760245	346	30	CD8NC_onek1k_ENSG00000166435	0.433703	9.28507e-103	CD8NC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	337	30	CD_delange2017	0.000593805	0.00410509	CD8NC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	337	30	CD8NC_onek1k_ENSG00000166435	0.423127	4.46613e-99	CD8NC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	276	26	CD8NC_onek1k_ENSG00000166435	0.419366	8.01799e-100	CD8NC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	345	30	CD8NC_onek1k_ENSG00000166435	0.432897	1.78306e-102	CD8NC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	346	30	SCZ_pardinas2018	1.5015e-05	0.386328	CD8NC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	344	30	CD8NC_onek1k_ENSG00000166435	0.431511	5.45977e-102	CD8NC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	318	27	CD8NC_onek1k_ENSG00000166435	0.416804	2.0226e-98	CD8NC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	346	30	MonoC_onek1k_ENSG00000166435	0.0549758	4.33016e-07	MonoC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	337	30	CD_delange2017	0.000593805	0.00410509	MonoC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	337	30	MonoC_onek1k_ENSG00000166435	0.0559243	3.11322e-07	MonoC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	276	26	MonoC_onek1k_ENSG00000166435	0.0503849	8.66933e-07	MonoC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	345	30	MonoC_onek1k_ENSG00000166435	0.0550363	4.24028e-07	MonoC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	346	30	SCZ_pardinas2018	1.5015e-05	0.386328	MonoC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	344	30	MonoC_onek1k_ENSG00000166435	0.0550138	4.27358e-07	MonoC
1681	ENSG00000166435	XRRA1	11	74418784	74760245	318	27	MonoC_onek1k_ENSG00000166435	0.0547621	2.31641e-07	MonoC
1682	ENSG00000255135	RP11_111M22_3	11	76052382	76255700	9	4	AD_schwartzentruber2021	1.1645e-06	0.332595	CD4NC
1682	ENSG00000255135	RP11_111M22_3	11	76052382	76255700	9	4	CD4NC_onek1k_ENSG00000255135	0.0421677	2.31365e-09	CD4NC
1682	ENSG00000255135	RP11_111M22_3	11	76052382	76255700	8	3	CD_delange2017	0.000605929	4.16521e-06	CD4NC
1682	ENSG00000255135	RP11_111M22_3	11	76052382	76255700	8	3	CD4NC_onek1k_ENSG00000255135	0.0429538	5.79348e-10	CD4NC
1682	ENSG00000255135	RP11_111M22_3	11	76052382	76255700	9	4	PD_nalls2019	8.17748e-06	0.0947022	CD4NC
1682	ENSG00000255135	RP11_111M22_3	11	76052382	76255700	9	4	SCZ_pardinas2018	9.36945e-06	0.286332	CD4NC
1682	ENSG00000255135	RP11_111M22_3	11	76052382	76255700	8	3	UC_delange2017	0.000136693	0.024243	CD4NC
1683	ENSG00000074201	CLNS1A	11	77125981	77448850	149	3	AD_schwartzentruber2021	2.64395e-06	0.237513	CD8NC
1683	ENSG00000074201	CLNS1A	11	77125981	77448850	149	3	CD8NC_onek1k_ENSG00000074201	0.0281713	8.67429e-07	CD8NC
1683	ENSG00000074201	CLNS1A	11	77125981	77448850	147	3	CD_delange2017	4.99946e-05	0.165893	CD8NC
1683	ENSG00000074201	CLNS1A	11	77125981	77448850	147	3	CD8NC_onek1k_ENSG00000074201	0.0281699	8.68047e-07	CD8NC
1683	ENSG00000074201	CLNS1A	11	77125981	77448850	143	3	CD8NC_onek1k_ENSG00000074201	0.0281832	8.62414e-07	CD8NC
1683	ENSG00000074201	CLNS1A	11	77125981	77448850	149	3	PD_nalls2019	6.50649e-06	0.108702	CD8NC
1683	ENSG00000074201	CLNS1A	11	77125981	77448850	148	3	CD8NC_onek1k_ENSG00000074201	0.0281695	8.68214e-07	CD8NC
1683	ENSG00000074201	CLNS1A	11	77125981	77448850	147	3	UC_delange2017	5.36634e-05	0.137882	CD8NC
1683	ENSG00000074201	CLNS1A	11	77125981	77448850	141	3	CD8NC_onek1k_ENSG00000074201	0.0282197	8.47176e-07	CD8NC
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	32	4	CD4ET_onek1k_ENSG00000246174	0.0392775	9.47736e-09	CD4ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	24	4	CD4ET_onek1k_ENSG00000246174	0.0394545	8.69536e-09	CD4ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	31	4	LBD_chia2021	0.000251081	0.224247	CD4ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	31	4	CD4ET_onek1k_ENSG00000246174	0.0392725	9.50036e-09	CD4ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	32	4	SCZ_pardinas2018	0.000108716	0.00383848	CD4ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	32	4	ALS_vanrheenen2021	8.58227e-05	0.0272983	CD4ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	32	4	MS_imsgc2019	9.57069e-05	0.0926086	CD4ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	31	4	CD4ET_onek1k_ENSG00000246174	0.0393115	9.32202e-09	CD4ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	84	11	AD_schwartzentruber2021	2.38948e-05	0.0218584	CD8ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	84	11	CD8ET_onek1k_ENSG00000246174	0.0596623	8.11438e-11	CD8ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	75	11	CD8ET_onek1k_ENSG00000246174	0.0596527	8.14969e-11	CD8ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	79	11	LBD_chia2021	0.000186175	0.352714	CD8ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	79	11	CD8ET_onek1k_ENSG00000246174	0.059603	8.3357e-11	CD8ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	84	11	PD_nalls2019	1.1199e-05	0.126033	CD8ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	84	11	SCZ_pardinas2018	2.71792e-05	0.241667	CD8ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	84	11	ALS_vanrheenen2021	0.000176905	0.00845659	CD8ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	84	11	MS_imsgc2019	7.32477e-05	0.225717	CD8ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	79	10	FTD_ferrari2014	0.00108758	0.0728521	CD8ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	79	10	CD8ET_onek1k_ENSG00000246174	0.0605381	3.00451e-11	CD8ET
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	90	10	AD_schwartzentruber2021	1.77547e-05	0.0481775	CD8NC
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	90	10	CD8NC_onek1k_ENSG00000246174	0.0574617	1.23714e-10	CD8NC
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	84	10	CD8NC_onek1k_ENSG00000246174	0.0576388	1.14075e-10	CD8NC
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	83	10	CD8NC_onek1k_ENSG00000246174	0.0574547	1.2411e-10	CD8NC
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	90	10	PD_nalls2019	1.0576e-06	0.396413	CD8NC
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	90	10	SCZ_pardinas2018	2.89235e-05	0.22266	CD8NC
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	90	10	ALS_vanrheenen2021	0.000114025	0.0382493	CD8NC
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	90	10	MS_imsgc2019	3.80852e-05	0.307307	CD8NC
1684	ENSG00000246174	KCTD21_AS1	11	77750817	77986369	85	10	CD8NC_onek1k_ENSG00000246174	0.0575644	1.18029e-10	CD8NC
1694	ENSG00000123892	RAB38	11	87746410	88008635	11	5	CD8ET_onek1k_ENSG00000123892	0.0547447	1.19947e-11	CD8ET
1694	ENSG00000123892	RAB38	11	87746410	88008635	11	5	CD_delange2017	4.20946e-05	0.244411	CD8ET
1694	ENSG00000123892	RAB38	11	87746410	88008635	11	5	LBD_chia2021	0.00158338	0.0100374	CD8ET
1694	ENSG00000123892	RAB38	11	87746410	88008635	11	5	SCZ_pardinas2018	7.86259e-06	0.32256	CD8ET
1694	ENSG00000123892	RAB38	11	87746410	88008635	11	5	MS_imsgc2019	6.41424e-05	0.176163	CD8ET
1694	ENSG00000123892	RAB38	11	87746410	88008635	11	5	FTD_ferrari2014	0.00301299	0.000165071	CD8ET
1699	ENSG00000166002	SMCO4	11	93111638	93376674	16	6	AD_schwartzentruber2021	1.27751e-05	0.0584969	CD4NC
1699	ENSG00000166002	SMCO4	11	93111638	93376674	16	6	CD4NC_onek1k_ENSG00000166002	0.0594684	2.83443e-12	CD4NC
1699	ENSG00000166002	SMCO4	11	93111638	93376674	16	6	CD_delange2017	2.55658e-05	0.313522	CD4NC
1699	ENSG00000166002	SMCO4	11	93111638	93376674	15	6	CD4NC_onek1k_ENSG00000166002	0.0594686	2.83418e-12	CD4NC
1699	ENSG00000166002	SMCO4	11	93111638	93376674	16	6	PD_nalls2019	4.09971e-07	0.400836	CD4NC
1699	ENSG00000166002	SMCO4	11	93111638	93376674	16	6	SCZ_pardinas2018	3.342e-05	0.144948	CD4NC
1699	ENSG00000166002	SMCO4	11	93111638	93376674	15	6	CD4NC_onek1k_ENSG00000166002	0.0594726	2.82862e-12	CD4NC
1701	ENSG00000149212	SESN3	11	94798704	95065705	331	70	NA	NA	NA	CD8NC
1701	ENSG00000149212	SESN3	11	94798704	95065705	322	68	NA	NA	NA	CD8NC
1701	ENSG00000149212	SESN3	11	94798704	95065705	330	69	NA	NA	NA	CD8NC
1701	ENSG00000149212	SESN3	11	94798704	95065705	329	69	NA	NA	NA	CD8NC
1702	ENSG00000149231	CCDC82	11	95985933	96223087	23	2	CD8ET_onek1k_ENSG00000149231	0.0304874	9.63959e-08	CD8ET
1702	ENSG00000149231	CCDC82	11	95985933	96223087	23	2	LBD_chia2021	0.000206125	0.1862	CD8ET
1702	ENSG00000149231	CCDC82	11	95985933	96223087	23	2	ALS_vanrheenen2021	2.59195e-06	0.328157	CD8ET
1702	ENSG00000149231	CCDC82	11	95985933	96223087	23	2	MS_imsgc2019	1.31276e-05	0.28064	CD8ET
1702	ENSG00000149231	CCDC82	11	95985933	96223087	22	2	CD8ET_onek1k_ENSG00000149231	0.0304876	9.63893e-08	CD8ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	10	3	AD_schwartzentruber2021	1.0621e-05	0.0449958	BIN
1716	ENSG00000075239	ACAT1	11	107892243	108118503	10	3	BIN_onek1k_ENSG00000075239	0.0315016	1.69807e-07	BIN
1716	ENSG00000075239	ACAT1	11	107892243	108118503	10	3	CD_delange2017	5.07773e-05	0.165577	BIN
1716	ENSG00000075239	ACAT1	11	107892243	108118503	9	3	BIN_onek1k_ENSG00000075239	0.0314161	1.77093e-07	BIN
1716	ENSG00000075239	ACAT1	11	107892243	108118503	10	3	UC_delange2017	5.5046e-06	0.341134	BIN
1716	ENSG00000075239	ACAT1	11	107892243	108118503	8	3	FTD_ferrari2014	0.00050578	0.0930024	BIN
1716	ENSG00000075239	ACAT1	11	107892243	108118503	8	3	BIN_onek1k_ENSG00000075239	0.0311338	2.03425e-07	BIN
1716	ENSG00000075239	ACAT1	11	107892243	108118503	33	7	AD_schwartzentruber2021	5.90543e-06	0.195602	CD4ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	33	7	CD4ET_onek1k_ENSG00000075239	0.0433377	1.28665e-08	CD4ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	30	7	CD4ET_onek1k_ENSG00000075239	0.0432058	1.36741e-08	CD4ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	33	7	PD_nalls2019	3.62864e-06	0.267256	CD4ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	33	7	SCZ_pardinas2018	1.58932e-06	0.410514	CD4ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	33	7	UC_delange2017	5.31953e-05	0.220052	CD4ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	33	7	ALS_vanrheenen2021	1.22685e-05	0.335652	CD4ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	31	7	FTD_ferrari2014	0.000744459	0.0990574	CD4ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	31	7	CD4ET_onek1k_ENSG00000075239	0.0430327	1.48108e-08	CD4ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	86	11	AD_schwartzentruber2021	7.31856e-07	0.405682	CD8ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	86	11	CD8ET_onek1k_ENSG00000075239	0.0539397	1.06749e-09	CD8ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	82	10	CD8ET_onek1k_ENSG00000075239	0.0534332	7.74066e-10	CD8ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	82	12	CD8ET_onek1k_ENSG00000075239	0.0564868	5.80249e-10	CD8ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	82	10	UC_delange2017	3.03866e-05	0.323244	CD8ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	86	11	ALS_vanrheenen2021	7.47356e-06	0.398491	CD8ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	85	11	MS_imsgc2019	1.98332e-05	0.376683	CD8ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	85	11	CD8ET_onek1k_ENSG00000075239	0.055589	5.10443e-10	CD8ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	80	11	CD8ET_onek1k_ENSG00000075239	0.0569988	2.70828e-10	CD8ET
1716	ENSG00000075239	ACAT1	11	107892243	108118503	49	10	AD_schwartzentruber2021	7.63507e-06	0.186095	CD8NC
1716	ENSG00000075239	ACAT1	11	107892243	108118503	49	10	CD8NC_onek1k_ENSG00000075239	0.0929544	5.14964e-18	CD8NC
1716	ENSG00000075239	ACAT1	11	107892243	108118503	48	10	CD8NC_onek1k_ENSG00000075239	0.0930212	4.98138e-18	CD8NC
1716	ENSG00000075239	ACAT1	11	107892243	108118503	42	10	CD8NC_onek1k_ENSG00000075239	0.0938952	3.22391e-18	CD8NC
1716	ENSG00000075239	ACAT1	11	107892243	108118503	49	10	PD_nalls2019	4.95395e-08	0.432836	CD8NC
1716	ENSG00000075239	ACAT1	11	107892243	108118503	48	10	UC_delange2017	0.000122831	0.10706	CD8NC
1716	ENSG00000075239	ACAT1	11	107892243	108118503	45	10	FTD_ferrari2014	0.000642018	0.154736	CD8NC
1716	ENSG00000075239	ACAT1	11	107892243	108118503	45	10	CD8NC_onek1k_ENSG00000075239	0.0928045	5.54807e-18	CD8NC
1716	ENSG00000149311	ATM	11	107993211	108339829	166	4	AD_schwartzentruber2021	1.23215e-06	0.331103	CD8NC
1716	ENSG00000149311	ATM	11	107993211	108339829	166	4	CD8NC_onek1k_ENSG00000149311	0.0396223	8.01338e-09	CD8NC
1716	ENSG00000149311	ATM	11	107993211	108339829	161	4	CD8NC_onek1k_ENSG00000149311	0.0396595	7.86981e-09	CD8NC
1716	ENSG00000149311	ATM	11	107993211	108339829	162	4	CD8NC_onek1k_ENSG00000149311	0.0396527	7.89576e-09	CD8NC
1716	ENSG00000149311	ATM	11	107993211	108339829	166	4	PD_nalls2019	1.15592e-05	0.0481696	CD8NC
1716	ENSG00000149311	ATM	11	107993211	108339829	161	4	UC_delange2017	2.61461e-05	0.258331	CD8NC
1716	ENSG00000149311	ATM	11	107993211	108339829	165	4	MS_imsgc2019	7.33896e-05	0.134205	CD8NC
1716	ENSG00000149311	ATM	11	107993211	108339829	165	4	CD8NC_onek1k_ENSG00000149311	0.0396203	8.02117e-09	CD8NC
1716	ENSG00000149311	ATM	11	107993211	108339829	159	4	FTD_ferrari2014	0.000685444	0.0708862	CD8NC
1716	ENSG00000149311	ATM	11	107993211	108339829	159	4	CD8NC_onek1k_ENSG00000149311	0.0396551	7.88654e-09	CD8NC
1718	ENSG00000150764	DIXDC1	11	111697868	111993308	99	7	AD_schwartzentruber2021	2.1407e-06	0.331817	CD8NC
1718	ENSG00000150764	DIXDC1	11	111697868	111993308	99	7	CD8NC_onek1k_ENSG00000150764	0.0733033	7.37045e-15	CD8NC
1718	ENSG00000150764	DIXDC1	11	111697868	111993308	95	7	CD8NC_onek1k_ENSG00000150764	0.0735036	6.67435e-15	CD8NC
1718	ENSG00000150764	DIXDC1	11	111697868	111993308	91	7	CD8NC_onek1k_ENSG00000150764	0.073156	7.9282e-15	CD8NC
1718	ENSG00000150764	DIXDC1	11	111697868	111993308	101	7	CD8NC_onek1k_ENSG00000150764	0.0734857	6.73372e-15	CD8NC
1718	ENSG00000150764	DIXDC1	11	111697868	111993308	95	7	UC_delange2017	0.000145298	0.0566498	CD8NC
1718	ENSG00000150764	DIXDC1	11	111697868	111993308	101	7	ALS_vanrheenen2021	6.54928e-05	0.0929546	CD8NC
1718	ENSG00000150764	DIXDC1	11	111697868	111993308	98	7	CD8NC_onek1k_ENSG00000150764	0.0733058	7.36125e-15	CD8NC
1718	ENSG00000150764	DIXDC1	11	111697868	111993308	95	7	CD8NC_onek1k_ENSG00000150764	0.073277	7.46712e-15	CD8NC
1718	ENSG00000214290	COLCA2	11	111069565	111279460	16	6	AD_schwartzentruber2021	3.6637e-07	0.404826	BMem
1718	ENSG00000214290	COLCA2	11	111069565	111279460	16	6	BMem_onek1k_ENSG00000214290	0.0447839	3.3136e-09	BMem
1718	ENSG00000214290	COLCA2	11	111069565	111279460	16	6	CD_delange2017	0.000127523	0.0895619	BMem
1718	ENSG00000214290	COLCA2	11	111069565	111279460	15	6	LBD_chia2021	0.00070934	0.0978075	BMem
1718	ENSG00000214290	COLCA2	11	111069565	111279460	15	6	BMem_onek1k_ENSG00000214290	0.045106	2.84552e-09	BMem
1718	ENSG00000214290	COLCA2	11	111069565	111279460	16	6	PD_nalls2019	8.22903e-06	0.134755	BMem
1718	ENSG00000214290	COLCA2	11	111069565	111279460	16	6	SCZ_pardinas2018	1.05435e-05	0.308403	BMem
1718	ENSG00000214290	COLCA2	11	111069565	111279460	16	6	MS_imsgc2019	0.000338891	0.00266467	BMem
1718	ENSG00000214290	COLCA2	11	111069565	111279460	15	6	BMem_onek1k_ENSG00000214290	0.0437845	5.31105e-09	BMem
1722	ENSG00000149577	SIDT2	11	116949449	117168160	88	11	AD_schwartzentruber2021	2.66849e-05	0.0137566	BIN
1722	ENSG00000149577	SIDT2	11	116949449	117168160	88	11	BIN_onek1k_ENSG00000149577	0.0658801	4.68821e-12	BIN
1722	ENSG00000149577	SIDT2	11	116949449	117168160	87	10	BIN_onek1k_ENSG00000149577	0.0664153	1.94508e-12	BIN
1722	ENSG00000149577	SIDT2	11	116949449	117168160	87	11	BIN_onek1k_ENSG00000149577	0.0671527	2.59959e-12	BIN
1722	ENSG00000149577	SIDT2	11	116949449	117168160	92	12	PD_nalls2019	9.40448e-05	3.04187e-08	BIN
1722	ENSG00000149577	SIDT2	11	116949449	117168160	92	12	BIN_onek1k_ENSG00000149577	0.0665992	6.0907e-12	BIN
1722	ENSG00000149577	SIDT2	11	116949449	117168160	88	11	SCZ_pardinas2018	3.22532e-05	0.206711	BIN
1722	ENSG00000149577	SIDT2	11	116949449	117168160	87	10	UC_delange2017	0.00035921	0.00336482	BIN
1722	ENSG00000149577	SIDT2	11	116949449	117168160	91	12	MS_imsgc2019	0.000166259	0.0902946	BIN
1722	ENSG00000149577	SIDT2	11	116949449	117168160	91	12	BIN_onek1k_ENSG00000149577	0.0666154	6.04588e-12	BIN
1722	ENSG00000149577	SIDT2	11	116949449	117168160	90	12	FTD_ferrari2014	0.000412707	0.236605	BIN
1722	ENSG00000149577	SIDT2	11	116949449	117168160	90	12	BIN_onek1k_ENSG00000149577	0.0665851	6.13012e-12	BIN
1722	ENSG00000160613	PCSK7	11	116975053	117203241	28	4	AD_schwartzentruber2021	6.76608e-06	0.121177	BIN
1722	ENSG00000160613	PCSK7	11	116975053	117203241	28	4	BIN_onek1k_ENSG00000160613	0.0293619	1.11726e-06	BIN
1722	ENSG00000160613	PCSK7	11	116975053	117203241	27	4	BIN_onek1k_ENSG00000160613	0.0293656	1.11531e-06	BIN
1722	ENSG00000160613	PCSK7	11	116975053	117203241	26	4	BIN_onek1k_ENSG00000160613	0.0294563	1.06822e-06	BIN
1722	ENSG00000160613	PCSK7	11	116975053	117203241	28	4	SCZ_pardinas2018	6.01677e-05	0.0344944	BIN
1722	ENSG00000160613	PCSK7	11	116975053	117203241	27	4	UC_delange2017	0.000257675	0.00346643	BIN
1722	ENSG00000160613	PCSK7	11	116975053	117203241	28	4	ALS_vanrheenen2021	6.7276e-06	0.346244	BIN
1722	ENSG00000160613	PCSK7	11	116975053	117203241	26	4	FTD_ferrari2014	0.000725629	0.067961	BIN
1722	ENSG00000160613	PCSK7	11	116975053	117203241	26	4	BIN_onek1k_ENSG00000160613	0.0296012	9.97135e-07	BIN
1722	ENSG00000160613	PCSK7	11	116975053	117203241	111	10	AD_schwartzentruber2021	1.82761e-05	0.0433472	CD4NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	111	10	CD4NC_onek1k_ENSG00000160613	0.0644927	4.78501e-12	CD4NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	109	10	CD4NC_onek1k_ENSG00000160613	0.064231	5.40701e-12	CD4NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	105	10	CD4NC_onek1k_ENSG00000160613	0.0610065	2.41955e-11	CD4NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	111	10	PD_nalls2019	1.02027e-05	0.123289	CD4NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	110	11	SCZ_pardinas2018	3.23331e-05	0.20643	CD4NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	110	11	CD4NC_onek1k_ENSG00000160613	0.0636069	1.33745e-11	CD4NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	109	10	UC_delange2017	0.000399041	0.00174131	CD4NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	111	10	MS_imsgc2019	0.000144215	0.105175	CD4NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	107	10	FTD_ferrari2014	0.000693065	0.160851	CD4NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	107	10	CD4NC_onek1k_ENSG00000160613	0.0642594	5.33591e-12	CD4NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	108	9	AD_schwartzentruber2021	2.05128e-05	0.0263212	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	108	9	CD8ET_onek1k_ENSG00000160613	0.0559953	1.31809e-10	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	106	9	CD8ET_onek1k_ENSG00000160613	0.0559478	1.34743e-10	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	102	9	CD8ET_onek1k_ENSG00000160613	0.0560684	1.27421e-10	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	108	9	PD_nalls2019	9.9924e-06	0.123586	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	107	9	SCZ_pardinas2018	5.74416e-05	0.086866	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	107	9	CD8ET_onek1k_ENSG00000160613	0.0559796	1.32774e-10	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	106	9	UC_delange2017	0.000361929	0.00266399	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	108	9	ALS_vanrheenen2021	2.75602e-05	0.258039	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	108	9	MS_imsgc2019	0.000163413	0.0758157	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	104	9	FTD_ferrari2014	0.000243324	0.274644	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	104	9	CD8ET_onek1k_ENSG00000160613	0.0554002	1.73581e-10	CD8ET
1722	ENSG00000160613	PCSK7	11	116975053	117203241	79	5	AD_schwartzentruber2021	1.81752e-06	0.319407	CD8NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	79	5	CD8NC_onek1k_ENSG00000160613	0.0308998	1.10275e-06	CD8NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	78	5	CD8NC_onek1k_ENSG00000160613	0.0309869	1.05901e-06	CD8NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	74	4	CD8NC_onek1k_ENSG00000160613	0.0312225	4.60543e-07	CD8NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	79	5	PD_nalls2019	1.88688e-06	0.330938	CD8NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	78	5	SCZ_pardinas2018	8.15639e-05	0.0179428	CD8NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	78	5	CD8NC_onek1k_ENSG00000160613	0.0310083	1.04854e-06	CD8NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	78	5	UC_delange2017	0.000303906	0.00242985	CD8NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	79	5	MS_imsgc2019	0.000168831	0.0368696	CD8NC
1722	ENSG00000160613	PCSK7	11	116975053	117203241	77	5	CD8NC_onek1k_ENSG00000160613	0.0309797	1.06255e-06	CD8NC
1722	ENSG00000168092	PAFAH1B2	11	116914983	117147610	33	8	AD_schwartzentruber2021	7.27278e-06	0.17475	CD4NC
1722	ENSG00000168092	PAFAH1B2	11	116914983	117147610	33	8	CD4NC_onek1k_ENSG00000168092	0.0421993	3.95883e-08	CD4NC
1722	ENSG00000168092	PAFAH1B2	11	116914983	117147610	32	8	CD4NC_onek1k_ENSG00000168092	0.0422099	3.93989e-08	CD4NC
1722	ENSG00000168092	PAFAH1B2	11	116914983	117147610	33	8	PD_nalls2019	1.20994e-05	0.0856348	CD4NC
1722	ENSG00000168092	PAFAH1B2	11	116914983	117147610	32	8	UC_delange2017	0.000282565	0.00766242	CD4NC
1722	ENSG00000168092	PAFAH1B2	11	116914983	117147610	33	8	ALS_vanrheenen2021	1.13102e-05	0.342913	CD4NC
1722	ENSG00000168092	PAFAH1B2	11	116914983	117147610	33	8	MS_imsgc2019	6.33033e-05	0.223577	CD4NC
1722	ENSG00000168092	PAFAH1B2	11	116914983	117147610	27	6	CD4NC_onek1k_ENSG00000168092	0.0322637	1.10585e-06	CD4NC
1723	ENSG00000110367	DDX6	11	118520034	118761858	113	12	AD_schwartzentruber2021	0	0.437621	CD8ET
1723	ENSG00000110367	DDX6	11	118520034	118761858	113	12	CD8ET_onek1k_ENSG00000110367	0.0344453	6.59536e-06	CD8ET
1723	ENSG00000110367	DDX6	11	118520034	118761858	111	12	CD_delange2017	8.35951e-05	0.218176	CD8ET
